Timestamps,GT2 TURB SPEED,GT2 GEN OUTPUT,GT2 GT GEN OUTPUT,GT2 ST GEN OUTPUT,GT2 IGV POS,GT2 COMP ILET AIR TEMP,GT2 COMP OLET AIR TEMP,GT2 GT ROTOR COOL AIR TEMP(R),GT2 GT ROTOR COOL AIR TEMP(L),GT2 GT NO2 ROW DISC CAVITY TEMP(R),GT2 GT NO2 ROW DISC CAVITY TEMP(L),GT2 GT NO3 ROW DISC CAVITY TEMP(R),GT2 GT NO3 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(R),GT2 GT NO4 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(DOWN STREAM),GT2 LO SPLY TEMP,GT2 NO1 BRG DRN OIL TEMP,GT2 NO2 BRG DRN OIL TEMP,GT2 NO3 BRG DRN OIL TEMP,GT2 NO4 BRG DRN OIL TEMP,GT2 NO5 BRG DRN OIL TEMP,GT2 NO6 BRG DRN OIL TEMP,GT2 NO7 BRG DRN OIL TEMP,GT2 NO8 BRG DRN OIL TEMP,GT2 THRUST BRG DRN OIL TEMP,GT2 NO1 BRG PAD MTL TEMP-1,GT2 NO1 BRG PAD MTL TEMP-2,GT2 NO2 BRG PAD MTL TEMP-1,GT2 NO2 BRG PAD MTL TEMP-2,GT2 NO3 BRG PAD MTL TEMP-1,GT2 NO3 BRG PAD MTL TEMP-2,GT2 NO4 BRG PAD MTL TEMP-1,GT2 NO4 BRG PAD MTL TEMP-2,GT2 NO5 BRG PAD MTL TEMP,GT2 NO6 BRG PAD MTL TEMP,GT2 GEN BRG PAD MTL TEMP NO7-1,GT2 GEN BRG MTL TEMP NO7-2,GT2 GEN BRG PAD MTL TEMP NO8-1,GT2 GEN BRG MTL TEMP NO8-2,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-2,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-2,GT2 NO1 BRG ROTOR VIBRATION -X,GT2 NO1 BRG ROTOR VIBRATION -Y,GT2 NO2 BRG ROTOR VIBRATION -X,GT2 NO2 BRG ROTOR VIBRATION -Y,GT2 NO3 BRG ROTOR VIBRATION -X,GT2 NO3 BRG ROTOR VIBRATION -Y,GT2 NO4 BRG ROTOR VIBRATION -X,GT2 NO4 BRG ROTOR VIBRATION -Y,GT2 NO5 BRG ROTOR VIBRATION -X,GT2 NO5 BRG ROTOR VIBRATION -Y,GT2 NO6 BRG ROTOR VIBRATION -X,GT2 NO6 BRG ROTOR VIBRATION -Y,GT2 NO7 BRG ROTOR VIBRATION -X,GT2 NO7 BRG ROTOR VIBRATION -Y,GT2 NO8 BRG ROTOR VIBRATION -X,GT2 NO8 BRG ROTOR VIBRATION -Y,GT2 ROTOR POS-1(GT Side),GT2 ROTOR POS-2(GT Side),GT2 ROTOR POS-3(GT Side),GT2 ROTOR POS -1(ST Side),GT2 ROTOR POS -2(ST Side),GT2 ROTOR POS -3(ST Side),GT2 ROTOR ECCENTRICITY,GT2 BLADE PATH TEMP AVERAGE,GT2 EXH GAS TEMP AVERAGE,GT2 Brg1]XAmplitude,GT2 Brg1]YAmplitude,GT2 Brg2]XAmplitude,GT2 Brg2]YAmplitude,GT2 Brg3]XAmplitude,GT2 Brg4]XAmplitude,GT2 Brg5]XAmplitude,GT2 Brg1]XPhase,GT2 Brg1]YPhase,GT2 Brg2]XPhase,GT2 Brg2]YPhase,GT2 Brg3]XPhase,GT2 Brg4]XPhase,GT2 Brg5]XPhase,GT2 Brg1]XAmplitude (OA),GT2 Brg1]YAmplitude (OA),GT2 Brg2]XAmplitude (OA),GT2 Brg2]YAmplitude (OA),GT2 Brg3]XAmplitude (OA),GT2 Brg4]XAmplitude (OA),GT2 Brg5]XAmplitude (OA),Unnamed: 91
2021/04/05 15:10:00,0.015,0.000,0.182,0.000,5.066,10.256,46.717,36.796,33.436,95.757,94.465,109.843,112.453,120.942,111.195,80.244,34.961,34.994,34.591,34.371,35.762,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.686,38.137,39.017,37.417,38.558,36.516,37.513,34.014,34.195,37.719,37.819,35.360,35.176,35.053,35.240,0.910,1.184,0.868,1.822,1.184,1.093,2.094,1.366,2.364,1.641,1.001,1.458,1.275,3.465,1.820,1.639,-0.266,-0.433,-0.342,-0.240,-0.327,-0.339,0.022,87.633,91.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:01,0.015,0.000,0.182,0.000,5.066,10.256,46.717,37.080,33.436,95.757,94.465,109.591,112.705,120.690,111.195,80.244,34.961,34.994,34.591,34.371,35.762,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.749,38.137,38.953,37.348,38.558,36.516,37.577,33.944,34.259,37.719,37.819,35.360,35.176,35.053,35.240,1.001,1.002,1.157,1.822,1.184,1.730,1.639,1.639,2.092,1.914,0.728,1.458,1.639,2.279,1.365,1.548,-0.259,-0.381,-0.343,-0.237,-0.322,-0.325,0.022,87.662,91.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:02,0.015,0.000,0.182,0.000,5.066,10.256,46.742,37.080,33.411,95.757,94.441,109.591,112.431,120.690,111.174,80.552,34.936,34.994,34.591,34.371,35.762,35.979,34.675,32.498,31.342,34.417,35.548,35.445,35.113,34.686,38.207,39.017,37.348,38.637,36.516,37.513,34.014,34.195,37.719,37.755,35.360,35.176,35.053,35.240,1.183,1.458,1.157,1.913,2.640,1.184,2.549,1.913,1.637,2.005,0.546,1.732,1.457,1.550,1.274,1.457,-0.268,-0.413,-0.370,-0.246,-0.324,-0.312,0.022,87.655,91.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:03,0.015,0.000,0.182,0.000,5.103,10.256,46.717,36.771,33.436,95.732,94.465,109.821,112.453,120.668,111.195,80.528,34.961,34.994,34.591,34.371,35.762,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.686,38.137,39.017,37.348,38.558,36.516,37.577,34.014,34.259,37.789,37.819,35.360,35.176,35.053,35.240,1.456,1.184,1.061,1.458,2.367,2.004,2.276,1.457,1.546,3.646,0.910,1.458,1.002,1.732,1.001,1.457,-0.268,-0.404,-0.367,-0.245,-0.311,-0.313,0.022,87.653,91.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:04,0.015,0.000,0.182,0.000,5.103,10.256,46.717,36.771,33.436,95.732,94.465,109.821,112.453,120.668,111.195,80.528,34.961,34.994,34.591,34.371,35.762,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.686,38.137,39.017,37.348,38.558,36.516,37.577,34.014,34.259,37.789,37.819,35.360,35.176,35.053,35.240,1.456,1.184,1.061,1.458,2.367,2.004,2.276,1.457,1.546,3.646,0.910,1.458,1.002,1.732,1.001,1.457,-0.268,-0.404,-0.367,-0.245,-0.311,-0.313,0.022,87.653,91.202,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:05,0.015,0.000,0.182,0.000,5.103,10.256,46.717,36.796,33.436,95.757,94.465,109.843,112.453,120.690,111.195,80.244,34.961,34.924,34.528,34.371,35.762,35.979,34.739,32.577,31.342,34.354,35.548,35.366,35.113,34.607,38.207,39.017,37.417,38.637,36.516,37.577,33.944,34.195,37.719,37.755,35.360,35.097,35.053,35.240,1.183,1.002,2.989,1.093,2.185,1.275,2.913,1.913,2.092,2.187,0.364,1.185,1.730,1.915,1.729,1.730,-0.281,-0.393,-0.373,-0.255,-0.295,-0.319,0.022,87.604,91.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:06,0.015,0.000,0.182,0.000,5.103,10.256,46.717,36.796,33.436,95.757,94.465,109.843,112.453,120.690,111.195,80.244,34.961,34.924,34.528,34.371,35.762,35.979,34.739,32.577,31.342,34.354,35.548,35.366,35.113,34.607,38.207,39.017,37.417,38.637,36.516,37.577,33.944,34.195,37.719,37.755,35.360,35.097,35.053,35.240,1.183,1.002,2.989,1.093,2.185,1.275,2.913,1.913,2.092,2.187,0.364,1.185,1.730,1.915,1.729,1.730,-0.281,-0.393,-0.373,-0.255,-0.295,-0.319,0.022,87.604,91.196,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:07,0.015,0.000,0.182,0.000,5.066,10.256,46.717,36.796,33.411,95.757,94.441,109.591,112.431,120.942,111.174,80.528,34.936,34.924,34.591,34.371,35.832,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.686,38.207,39.017,37.417,38.558,36.516,37.577,34.014,34.195,37.719,37.819,35.360,35.176,35.123,35.240,1.274,1.640,2.603,2.369,1.912,2.095,1.821,2.368,2.183,2.461,1.457,1.003,2.095,2.918,1.911,1.457,-0.273,-0.361,-0.349,-0.190,-0.298,-0.246,0.022,87.677,91.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:08,0.015,0.000,0.182,0.000,5.066,10.256,46.717,36.796,33.411,95.757,94.441,109.591,112.431,120.942,111.174,80.528,34.936,34.924,34.591,34.371,35.832,35.979,34.739,32.577,31.342,34.417,35.548,35.445,35.113,34.686,38.207,39.017,37.417,38.558,36.516,37.577,34.014,34.195,37.719,37.819,35.360,35.176,35.123,35.240,1.274,1.640,2.603,2.369,1.912,2.095,1.821,2.368,2.183,2.461,1.457,1.003,2.095,2.918,1.911,1.457,-0.273,-0.361,-0.349,-0.190,-0.298,-0.246,0.022,87.677,91.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
2021/04/05 15:10:09,0.015,0.000,0.182,0.000,5.066,10.230,46.717,37.080,33.436,95.757,94.465,109.591,112.453,120.690,111.195,80.244,34.961,34.924,34.591,34.371,35.762,35.979,34.739,32.577,31.406,34.417,35.548,35.445,35.113,34.749,38.137,39.017,37.417,38.558,36.516,37.577,34.014,34.259,37.719,37.819,35.360,35.176,35.053,35.240,1.092,1.184,1.061,1.276,2.003,3.005,2.276,2.641,2.092,2.005,0.910,1.276,1.548,2.188,1.274,1.548,-0.284,-0.350,-0.338,-0.227,-0.301,-0.256,0.022,87.603,91.130,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
