Timestamps,GT2 TURB SPEED,GT2 GEN OUTPUT,GT2 GT GEN OUTPUT,GT2 ST GEN OUTPUT,GT2 IGV POS,GT2 COMP ILET AIR TEMP,GT2 COMP OLET AIR TEMP,GT2 GT ROTOR COOL AIR TEMP(R),GT2 GT ROTOR COOL AIR TEMP(L),GT2 GT NO2 ROW DISC CAVITY TEMP(R),GT2 GT NO2 ROW DISC CAVITY TEMP(L),GT2 GT NO3 ROW DISC CAVITY TEMP(R),GT2 GT NO3 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(R),GT2 GT NO4 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(DOWN STREAM),GT2 LO SPLY TEMP,GT2 NO1 BRG DRN OIL TEMP,GT2 NO2 BRG DRN OIL TEMP,GT2 NO3 BRG DRN OIL TEMP,GT2 NO4 BRG DRN OIL TEMP,GT2 NO5 BRG DRN OIL TEMP,GT2 NO6 BRG DRN OIL TEMP,GT2 NO7 BRG DRN OIL TEMP,GT2 NO8 BRG DRN OIL TEMP,GT2 THRUST BRG DRN OIL TEMP,GT2 NO1 BRG PAD MTL TEMP-1,GT2 NO1 BRG PAD MTL TEMP-2,GT2 NO2 BRG PAD MTL TEMP-1,GT2 NO2 BRG PAD MTL TEMP-2,GT2 NO3 BRG PAD MTL TEMP-1,GT2 NO3 BRG PAD MTL TEMP-2,GT2 NO4 BRG PAD MTL TEMP-1,GT2 NO4 BRG PAD MTL TEMP-2,GT2 NO5 BRG PAD MTL TEMP,GT2 NO6 BRG PAD MTL TEMP,GT2 GEN BRG PAD MTL TEMP NO7-1,GT2 GEN BRG MTL TEMP NO7-2,GT2 GEN BRG PAD MTL TEMP NO8-1,GT2 GEN BRG MTL TEMP NO8-2,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-2,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-2,GT2 NO1 BRG ROTOR VIBRATION -X,GT2 NO1 BRG ROTOR VIBRATION -Y,GT2 NO2 BRG ROTOR VIBRATION -X,GT2 NO2 BRG ROTOR VIBRATION -Y,GT2 NO3 BRG ROTOR VIBRATION -X,GT2 NO3 BRG ROTOR VIBRATION -Y,GT2 NO4 BRG ROTOR VIBRATION -X,GT2 NO4 BRG ROTOR VIBRATION -Y,GT2 NO5 BRG ROTOR VIBRATION -X,GT2 NO5 BRG ROTOR VIBRATION -Y,GT2 NO6 BRG ROTOR VIBRATION -X,GT2 NO6 BRG ROTOR VIBRATION -Y,GT2 NO7 BRG ROTOR VIBRATION -X,GT2 NO7 BRG ROTOR VIBRATION -Y,GT2 NO8 BRG ROTOR VIBRATION -X,GT2 NO8 BRG ROTOR VIBRATION -Y,GT2 ROTOR POS-1(GT Side),GT2 ROTOR POS-2(GT Side),GT2 ROTOR POS-3(GT Side),GT2 ROTOR POS -1(ST Side),GT2 ROTOR POS -2(ST Side),GT2 ROTOR POS -3(ST Side),GT2 ROTOR ECCENTRICITY,GT2 BLADE PATH TEMP AVERAGE,GT2 EXH GAS TEMP AVERAGE,GT2 Brg1]XAmplitude,GT2 Brg1]YAmplitude,GT2 Brg2]XAmplitude,GT2 Brg2]YAmplitude,GT2 Brg3]XAmplitude,GT2 Brg4]XAmplitude,GT2 Brg5]XAmplitude,GT2 Brg1]XPhase,GT2 Brg1]YPhase,GT2 Brg2]XPhase,GT2 Brg2]YPhase,GT2 Brg3]XPhase,GT2 Brg4]XPhase,GT2 Brg5]XPhase,GT2 Brg1]XAmplitude (OA),GT2 Brg1]YAmplitude (OA),GT2 Brg2]XAmplitude (OA),GT2 Brg2]YAmplitude (OA),GT2 Brg3]XAmplitude (OA),GT2 Brg4]XAmplitude (OA),GT2 Brg5]XAmplitude (OA),Unnamed: 91
2021/04/04 13:30:00,3004.056,163.574,100.070,63.503,0.000,12.565,351.177,133.018,133.723,319.590,322.293,339.669,353.408,301.192,273.461,245.430,38.656,60.814,59.557,51.371,54.428,58.228,58.217,54.546,53.440,53.254,69.114,75.633,63.563,66.694,77.883,80.429,72.280,73.500,80.905,83.491,91.910,91.964,87.074,87.097,64.308,66.512,51.371,51.512,12.828,13.302,44.929,52.660,15.022,12.842,21.850,17.942,54.838,43.110,35.870,22.330,53.188,46.043,24.481,12.933,-0.132,-0.242,-0.226,-0.134,-0.253,-0.216,-0.064,491.356,494.242,5.408,0.283,39.174,47.915,11.100,19.670,49.543,160.560,315.000,44.793,47.453,161.075,166.176,275.676,9.100,6.500,40.500,49.300,12.100,20.100,51.000,
2021/04/04 13:30:01,3004.062,163.392,99.862,63.529,0.037,12.591,351.177,132.767,133.723,319.590,322.520,339.669,353.635,301.192,273.461,245.430,38.656,60.814,59.557,51.371,54.452,58.228,58.278,54.546,53.440,53.254,69.114,75.633,63.563,66.754,77.907,80.429,72.304,73.576,80.928,83.491,91.910,91.964,87.074,87.038,64.308,66.512,51.371,51.512,13.282,12.846,45.121,53.845,15.113,12.842,22.123,17.577,54.838,42.836,35.779,22.330,53.188,45.952,24.390,12.933,-0.132,-0.243,-0.224,-0.138,-0.256,-0.222,-0.064,491.331,494.242,5.408,0.283,39.174,47.915,11.100,19.670,49.543,160.560,315.000,44.793,47.453,161.075,166.176,275.676,9.100,6.500,40.500,49.300,12.100,20.100,51.000,
2021/04/04 13:30:02,3003.758,164.119,100.599,63.521,0.037,12.591,351.177,132.767,133.723,319.590,322.520,339.669,353.635,301.192,273.461,245.430,38.725,60.881,59.557,51.305,54.452,58.228,58.278,54.546,53.440,53.315,69.114,75.707,63.563,66.754,77.842,80.429,72.238,73.500,80.928,83.432,91.910,92.038,87.074,87.097,64.308,66.512,51.371,51.512,13.373,12.846,42.615,53.207,14.840,12.477,22.123,17.760,54.838,43.019,35.961,22.330,53.188,46.043,24.390,12.933,-0.125,-0.242,-0.221,-0.133,-0.253,-0.218,-0.064,491.356,494.181,5.394,2.915,39.407,49.768,9.772,18.866,49.208,169.315,210.964,41.090,50.135,162.121,168.690,276.417,8.000,7.300,40.900,51.000,11.100,19.500,50.600,
2021/04/04 13:30:03,3003.371,164.119,100.571,63.548,0.037,12.591,351.177,132.767,133.723,319.817,322.520,339.669,353.408,301.192,273.226,245.430,38.656,60.790,59.618,51.305,54.452,58.228,58.278,54.606,53.440,53.315,69.089,75.707,63.538,66.754,77.907,80.429,72.304,73.500,80.864,83.432,91.886,92.038,87.051,87.097,64.283,66.512,51.347,51.572,13.100,12.482,44.061,53.480,15.477,12.750,22.760,18.397,55.111,43.383,36.052,22.330,53.279,46.043,24.481,12.933,-0.130,-0.250,-0.228,-0.140,-0.253,-0.225,-0.064,491.368,494.237,5.394,2.915,39.407,49.768,9.772,18.866,49.208,169.315,210.964,41.090,50.135,162.121,168.690,276.417,8.000,7.300,40.900,51.000,11.100,19.500,50.600,
2021/04/04 13:30:04,3002.337,164.119,100.558,63.561,0.037,12.565,351.177,132.767,133.723,319.817,322.520,339.669,353.408,301.192,273.226,245.430,38.656,60.790,59.557,51.305,54.452,58.228,58.278,54.606,53.440,53.254,69.089,75.707,63.538,66.754,77.907,80.429,72.304,73.500,80.864,83.432,91.821,92.038,87.051,87.097,64.283,66.512,51.347,51.512,13.737,14.942,43.675,53.480,14.385,12.204,22.760,17.577,54.747,43.019,35.870,22.238,53.188,46.043,24.481,12.933,-0.136,-0.251,-0.230,-0.137,-0.254,-0.209,-0.064,491.405,494.242,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
2021/04/04 13:30:05,3002.337,164.119,100.558,63.561,0.037,12.565,351.177,132.767,133.723,319.817,322.520,339.669,353.408,301.192,273.226,245.430,38.656,60.790,59.557,51.305,54.452,58.228,58.278,54.606,53.440,53.254,69.089,75.707,63.538,66.754,77.907,80.429,72.304,73.500,80.864,83.432,91.821,92.038,87.051,87.097,64.283,66.512,51.347,51.512,13.737,14.942,43.675,53.480,14.385,12.204,22.760,17.577,54.747,43.019,35.870,22.238,53.188,46.043,24.481,12.933,-0.136,-0.251,-0.230,-0.137,-0.254,-0.209,-0.064,491.405,494.242,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
2021/04/04 13:30:06,3001.815,163.756,100.121,63.634,0.037,12.565,351.177,132.767,133.723,319.590,322.293,339.669,353.408,301.192,273.226,245.430,38.656,60.814,59.557,51.305,54.452,58.228,58.278,54.606,53.440,53.254,69.114,75.633,63.563,66.694,77.842,80.429,72.304,73.576,80.928,83.432,91.910,91.964,87.074,87.038,64.308,66.512,51.371,51.512,13.191,13.302,43.675,52.934,14.840,11.566,22.123,17.395,55.020,43.383,36.052,22.512,53.188,46.043,24.481,12.842,-0.132,-0.240,-0.226,-0.135,-0.248,-0.211,-0.064,491.356,494.242,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
2021/04/04 13:30:07,3001.361,163.574,99.985,63.588,0.037,12.565,351.177,132.767,133.472,319.590,322.520,339.669,353.635,301.419,273.461,245.430,38.656,60.814,59.618,51.371,54.428,58.228,58.217,54.546,53.440,53.315,69.114,75.707,63.563,66.830,77.819,80.429,72.280,73.576,80.905,83.491,91.910,92.038,87.074,87.097,64.308,66.512,51.371,51.572,13.828,14.395,43.772,54.118,16.387,13.570,22.487,17.851,55.020,43.474,36.052,22.421,53.097,46.043,24.390,12.933,-0.135,-0.251,-0.232,-0.132,-0.256,-0.224,-0.064,491.368,494.242,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
2021/04/04 13:30:08,3001.063,163.756,100.115,63.641,0.000,12.591,351.177,132.767,133.472,319.817,322.293,339.669,353.408,301.192,273.461,245.430,38.656,60.790,59.557,51.305,54.452,58.228,58.278,54.546,53.440,53.254,69.023,75.633,63.538,66.754,77.907,80.429,72.304,73.576,80.928,83.491,91.886,91.964,87.051,87.038,64.283,66.512,51.413,51.512,15.375,14.304,43.386,53.480,16.479,13.388,22.760,17.577,54.838,43.292,35.961,22.421,53.188,46.043,24.390,12.842,-0.128,-0.246,-0.226,-0.119,-0.256,-0.218,-0.064,491.319,494.242,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
2021/04/04 13:30:09,3000.850,162.846,99.109,63.737,0.037,12.565,351.177,132.996,133.702,319.570,322.273,339.650,353.388,301.172,273.205,245.430,38.630,60.814,59.482,51.305,54.428,58.198,58.217,54.516,53.334,53.254,69.047,75.633,63.563,66.694,77.883,80.400,72.280,73.471,80.905,83.403,91.910,91.964,87.074,87.038,64.308,66.451,51.438,51.512,14.738,12.573,43.097,54.665,15.568,12.386,22.396,18.033,54.838,43.565,35.870,22.512,53.188,46.043,24.481,12.842,-0.134,-0.246,-0.234,-0.122,-0.258,-0.228,-0.064,491.306,494.186,8.635,5.022,37.272,47.801,10.239,19.437,48.790,151.654,192.653,39.884,44.830,167.593,167.823,275.056,14.300,8.400,38.900,49.100,11.700,20.200,50.500,
