Timestamps,GT2 TURB SPEED,GT2 GEN OUTPUT,GT2 GT GEN OUTPUT,GT2 ST GEN OUTPUT,GT2 IGV POS,GT2 COMP ILET AIR TEMP,GT2 COMP OLET AIR TEMP,GT2 GT ROTOR COOL AIR TEMP(R),GT2 GT ROTOR COOL AIR TEMP(L),GT2 GT NO2 ROW DISC CAVITY TEMP(R),GT2 GT NO2 ROW DISC CAVITY TEMP(L),GT2 GT NO3 ROW DISC CAVITY TEMP(R),GT2 GT NO3 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(R),GT2 GT NO4 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(DOWN STREAM),GT2 LO SPLY TEMP,GT2 NO1 BRG DRN OIL TEMP,GT2 NO2 BRG DRN OIL TEMP,GT2 NO3 BRG DRN OIL TEMP,GT2 NO4 BRG DRN OIL TEMP,GT2 NO5 BRG DRN OIL TEMP,GT2 NO6 BRG DRN OIL TEMP,GT2 NO7 BRG DRN OIL TEMP,GT2 NO8 BRG DRN OIL TEMP,GT2 THRUST BRG DRN OIL TEMP,GT2 NO1 BRG PAD MTL TEMP-1,GT2 NO1 BRG PAD MTL TEMP-2,GT2 NO2 BRG PAD MTL TEMP-1,GT2 NO2 BRG PAD MTL TEMP-2,GT2 NO3 BRG PAD MTL TEMP-1,GT2 NO3 BRG PAD MTL TEMP-2,GT2 NO4 BRG PAD MTL TEMP-1,GT2 NO4 BRG PAD MTL TEMP-2,GT2 NO5 BRG PAD MTL TEMP,GT2 NO6 BRG PAD MTL TEMP,GT2 GEN BRG PAD MTL TEMP NO7-1,GT2 GEN BRG MTL TEMP NO7-2,GT2 GEN BRG PAD MTL TEMP NO8-1,GT2 GEN BRG MTL TEMP NO8-2,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-2,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-2,GT2 NO1 BRG ROTOR VIBRATION -X,GT2 NO1 BRG ROTOR VIBRATION -Y,GT2 NO2 BRG ROTOR VIBRATION -X,GT2 NO2 BRG ROTOR VIBRATION -Y,GT2 NO3 BRG ROTOR VIBRATION -X,GT2 NO3 BRG ROTOR VIBRATION -Y,GT2 NO4 BRG ROTOR VIBRATION -X,GT2 NO4 BRG ROTOR VIBRATION -Y,GT2 NO5 BRG ROTOR VIBRATION -X,GT2 NO5 BRG ROTOR VIBRATION -Y,GT2 NO6 BRG ROTOR VIBRATION -X,GT2 NO6 BRG ROTOR VIBRATION -Y,GT2 NO7 BRG ROTOR VIBRATION -X,GT2 NO7 BRG ROTOR VIBRATION -Y,GT2 NO8 BRG ROTOR VIBRATION -X,GT2 NO8 BRG ROTOR VIBRATION -Y,GT2 ROTOR POS-1(GT Side),GT2 ROTOR POS-2(GT Side),GT2 ROTOR POS-3(GT Side),GT2 ROTOR POS -1(ST Side),GT2 ROTOR POS -2(ST Side),GT2 ROTOR POS -3(ST Side),GT2 ROTOR ECCENTRICITY,GT2 BLADE PATH TEMP AVERAGE,GT2 EXH GAS TEMP AVERAGE,GT2 Brg1]XAmplitude,GT2 Brg1]YAmplitude,GT2 Brg2]XAmplitude,GT2 Brg2]YAmplitude,GT2 Brg3]XAmplitude,GT2 Brg4]XAmplitude,GT2 Brg5]XAmplitude,GT2 Brg1]XPhase,GT2 Brg1]YPhase,GT2 Brg2]XPhase,GT2 Brg2]YPhase,GT2 Brg3]XPhase,GT2 Brg4]XPhase,GT2 Brg5]XPhase,GT2 Brg1]XAmplitude (OA),GT2 Brg1]YAmplitude (OA),GT2 Brg2]XAmplitude (OA),GT2 Brg2]YAmplitude (OA),GT2 Brg3]XAmplitude (OA),GT2 Brg4]XAmplitude (OA),GT2 Brg5]XAmplitude (OA),Unnamed: 91
2021/04/05 21:50:00,3003.354,162.664,87.220,75.443,5.103,2.942,338.938,135.462,136.562,314.306,317.813,334.612,346.430,293.410,258.474,217.929,36.196,57.582,57.022,48.145,52.585,56.244,56.024,52.425,51.183,51.522,67.608,73.659,63.646,66.947,80.612,86.510,70.702,73.183,79.559,83.049,89.337,89.430,85.801,85.865,62.605,64.386,49.442,49.707,12.737,17.128,35.287,38.994,15.659,17.851,24.308,12.568,48.654,39.738,33.321,20.416,53.825,47.137,20.841,10.929,-0.104,-0.186,-0.194,-0.095,-0.203,-0.170,-0.064,432.225,459.534,6.896,9.107,31.059,32.971,10.891,22.232,42.204,209.539,238.928,31.438,39.338,193.271,176.906,281.203,12.100,14.000,32.700,34.600,12.300,22.800,44.100,
2021/04/05 21:50:01,3003.281,163.392,87.931,75.461,5.140,2.916,338.938,135.484,136.562,314.326,317.813,334.632,346.202,293.431,258.474,217.929,36.196,57.558,57.052,48.170,52.585,56.266,55.993,52.448,51.205,51.552,67.584,73.749,63.622,66.976,80.612,86.532,70.702,73.205,79.559,83.070,89.313,89.533,85.778,85.894,62.647,64.476,49.417,49.738,13.646,16.946,33.455,39.632,15.932,17.486,24.490,12.750,48.472,39.555,33.412,20.233,53.916,47.046,20.932,10.929,-0.095,-0.181,-0.192,-0.080,-0.205,-0.172,-0.064,432.312,459.033,5.883,7.857,29.530,35.140,11.303,22.002,42.779,211.799,222.421,28.301,36.903,193.299,179.219,282.282,7.900,11.600,31.800,36.900,12.800,22.600,44.300,
2021/04/05 21:50:02,3003.286,163.028,87.708,75.320,5.103,2.942,338.958,135.484,136.310,314.326,317.813,334.405,346.202,293.431,258.239,217.950,36.196,57.582,57.128,48.145,52.585,56.266,56.024,52.448,51.205,51.613,67.608,73.749,63.646,67.052,80.547,86.532,70.702,73.205,79.559,83.070,89.337,89.592,85.801,85.968,62.671,64.552,49.442,49.801,12.828,16.582,35.480,39.632,15.295,17.577,24.490,12.659,48.381,39.555,33.230,20.233,53.916,47.137,21.023,11.020,-0.100,-0.189,-0.199,-0.084,-0.217,-0.184,-0.064,432.349,458.922,5.883,7.857,29.530,35.140,11.303,22.002,42.779,211.799,222.421,28.301,36.903,193.299,179.219,282.282,7.900,11.600,31.800,36.900,12.800,22.600,44.300,
2021/04/05 21:50:03,3003.528,162.664,87.365,75.299,5.103,2.942,338.711,135.233,136.310,314.326,317.813,334.405,346.202,293.431,258.239,217.929,36.127,57.648,57.128,48.214,52.585,56.266,55.993,52.448,51.205,51.552,67.608,73.749,63.646,66.976,80.612,86.532,70.702,73.205,79.559,83.070,89.337,89.533,85.866,85.894,62.671,64.476,49.442,49.801,11.827,17.219,35.191,40.999,14.658,17.304,25.036,12.659,48.472,39.738,33.412,20.324,53.734,47.046,20.932,10.929,-0.089,-0.179,-0.187,-0.083,-0.211,-0.176,-0.064,432.361,458.699,5.883,7.857,29.530,35.140,11.303,22.002,42.779,211.799,222.421,28.301,36.903,193.299,179.219,282.282,7.900,11.600,31.800,36.900,12.800,22.600,44.300,
2021/04/05 21:50:04,3004.264,162.846,87.604,75.242,5.103,2.916,338.711,135.233,136.310,314.326,317.586,334.405,346.202,293.196,258.004,217.929,36.196,57.582,57.052,48.239,52.585,56.244,56.053,52.425,51.183,51.552,67.608,73.688,63.646,66.976,80.612,86.584,70.636,73.183,79.559,83.049,89.337,89.533,85.866,85.894,62.671,64.416,49.442,49.738,13.282,17.128,35.480,39.814,15.113,17.760,23.944,12.659,48.290,39.464,33.321,20.324,53.825,47.046,20.841,11.020,-0.092,-0.192,-0.195,-0.093,-0.210,-0.181,-0.064,432.460,458.198,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
2021/04/05 21:50:05,3004.264,162.846,87.604,75.242,5.103,2.916,338.711,135.233,136.310,314.326,317.586,334.405,346.202,293.196,258.004,217.929,36.196,57.582,57.052,48.239,52.585,56.244,56.053,52.425,51.183,51.552,67.608,73.688,63.646,66.976,80.612,86.584,70.636,73.183,79.559,83.049,89.337,89.533,85.866,85.894,62.671,64.416,49.442,49.738,13.282,17.128,35.480,39.814,15.113,17.760,23.944,12.659,48.290,39.464,33.321,20.324,53.825,47.046,20.841,11.020,-0.092,-0.192,-0.195,-0.093,-0.210,-0.181,-0.064,432.460,458.198,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
2021/04/05 21:50:06,3004.618,162.846,87.642,75.204,5.103,2.916,338.938,135.233,136.310,314.326,317.586,334.405,345.975,293.196,258.004,218.165,36.196,57.582,57.052,48.239,52.585,56.244,56.053,52.425,51.183,51.552,67.608,73.688,63.646,66.976,80.612,86.510,70.702,73.183,79.559,83.049,89.401,89.533,85.866,85.894,62.671,64.416,49.442,49.738,13.646,17.493,34.902,40.634,15.113,18.033,24.308,12.750,48.381,39.555,33.230,20.142,53.825,47.137,20.932,10.929,-0.092,-0.198,-0.201,-0.090,-0.214,-0.183,-0.064,432.492,457.981,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
2021/04/05 21:50:07,3004.849,163.392,88.295,75.097,5.103,2.916,338.711,135.233,136.310,314.326,317.586,334.178,345.975,293.196,258.004,217.929,36.196,57.582,57.150,48.239,52.585,56.266,56.053,52.448,51.205,51.635,67.608,73.771,63.646,67.074,80.612,86.606,70.702,73.205,79.559,83.011,89.401,89.614,85.866,85.916,62.671,64.498,49.442,49.824,12.918,17.584,34.516,39.176,15.386,17.577,24.217,12.295,48.381,39.464,33.230,20.233,53.825,47.137,20.841,11.020,-0.102,-0.195,-0.207,-0.103,-0.203,-0.186,-0.064,432.534,457.809,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
2021/04/05 21:50:08,3004.821,163.392,88.331,75.060,5.103,2.916,338.711,134.981,136.310,314.099,317.586,334.178,345.748,293.196,258.004,218.165,36.127,57.582,57.052,48.239,52.585,56.244,56.024,52.425,51.183,51.552,67.608,73.749,63.646,67.052,80.612,86.510,70.702,73.183,79.559,83.049,89.401,89.592,85.801,85.894,62.671,64.476,49.512,49.801,12.646,16.673,35.191,39.450,16.570,18.124,24.854,13.297,48.745,39.646,33.412,20.324,54.007,47.137,21.114,11.020,-0.100,-0.184,-0.196,-0.084,-0.201,-0.166,-0.064,432.602,457.637,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
2021/04/05 21:50:09,3004.843,162.846,87.884,74.962,5.103,2.916,338.711,134.981,136.310,314.099,317.586,334.178,345.748,292.961,257.768,218.165,36.196,57.582,57.052,48.170,52.610,56.244,56.053,52.425,51.183,51.552,67.608,73.688,63.646,66.976,80.636,86.584,70.660,73.183,79.583,82.989,89.337,89.533,85.801,85.894,62.671,64.416,49.512,49.801,12.828,15.944,34.034,39.905,15.113,17.395,24.763,12.933,48.472,39.464,33.503,20.416,53.916,47.137,21.023,10.929,-0.099,-0.187,-0.189,-0.093,-0.210,-0.175,-0.064,432.663,457.591,4.851,7.211,29.214,32.957,12.376,22.489,42.126,188.297,183.180,32.276,39.583,192.127,174.898,281.363,7.900,9.700,30.900,34.600,13.400,23.000,43.900,
