Timestamps,GT2 TURB SPEED,GT2 GEN OUTPUT,GT2 GT GEN OUTPUT,GT2 ST GEN OUTPUT,GT2 IGV POS,GT2 COMP ILET AIR TEMP,GT2 COMP OLET AIR TEMP,GT2 GT ROTOR COOL AIR TEMP(R),GT2 GT ROTOR COOL AIR TEMP(L),GT2 GT NO2 ROW DISC CAVITY TEMP(R),GT2 GT NO2 ROW DISC CAVITY TEMP(L),GT2 GT NO3 ROW DISC CAVITY TEMP(R),GT2 GT NO3 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(R),GT2 GT NO4 ROW DISC CAVITY TEMP(L),GT2 GT NO4 ROW DISC CAVITY TEMP(DOWN STREAM),GT2 LO SPLY TEMP,GT2 NO1 BRG DRN OIL TEMP,GT2 NO2 BRG DRN OIL TEMP,GT2 NO3 BRG DRN OIL TEMP,GT2 NO4 BRG DRN OIL TEMP,GT2 NO5 BRG DRN OIL TEMP,GT2 NO6 BRG DRN OIL TEMP,GT2 NO7 BRG DRN OIL TEMP,GT2 NO8 BRG DRN OIL TEMP,GT2 THRUST BRG DRN OIL TEMP,GT2 NO1 BRG PAD MTL TEMP-1,GT2 NO1 BRG PAD MTL TEMP-2,GT2 NO2 BRG PAD MTL TEMP-1,GT2 NO2 BRG PAD MTL TEMP-2,GT2 NO3 BRG PAD MTL TEMP-1,GT2 NO3 BRG PAD MTL TEMP-2,GT2 NO4 BRG PAD MTL TEMP-1,GT2 NO4 BRG PAD MTL TEMP-2,GT2 NO5 BRG PAD MTL TEMP,GT2 NO6 BRG PAD MTL TEMP,GT2 GEN BRG PAD MTL TEMP NO7-1,GT2 GEN BRG MTL TEMP NO7-2,GT2 GEN BRG PAD MTL TEMP NO8-1,GT2 GEN BRG MTL TEMP NO8-2,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(GT SIDE)-2,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-1,GT2 THRUST BRG PAD MTL TEMP(ST SIDE)-2,GT2 NO1 BRG ROTOR VIBRATION -X,GT2 NO1 BRG ROTOR VIBRATION -Y,GT2 NO2 BRG ROTOR VIBRATION -X,GT2 NO2 BRG ROTOR VIBRATION -Y,GT2 NO3 BRG ROTOR VIBRATION -X,GT2 NO3 BRG ROTOR VIBRATION -Y,GT2 NO4 BRG ROTOR VIBRATION -X,GT2 NO4 BRG ROTOR VIBRATION -Y,GT2 NO5 BRG ROTOR VIBRATION -X,GT2 NO5 BRG ROTOR VIBRATION -Y,GT2 NO6 BRG ROTOR VIBRATION -X,GT2 NO6 BRG ROTOR VIBRATION -Y,GT2 NO7 BRG ROTOR VIBRATION -X,GT2 NO7 BRG ROTOR VIBRATION -Y,GT2 NO8 BRG ROTOR VIBRATION -X,GT2 NO8 BRG ROTOR VIBRATION -Y,GT2 ROTOR POS-1(GT Side),GT2 ROTOR POS-2(GT Side),GT2 ROTOR POS-3(GT Side),GT2 ROTOR POS -1(ST Side),GT2 ROTOR POS -2(ST Side),GT2 ROTOR POS -3(ST Side),GT2 ROTOR ECCENTRICITY,GT2 BLADE PATH TEMP AVERAGE,GT2 EXH GAS TEMP AVERAGE,GT2 Brg1]XAmplitude,GT2 Brg1]YAmplitude,GT2 Brg2]XAmplitude,GT2 Brg2]YAmplitude,GT2 Brg3]XAmplitude,GT2 Brg4]XAmplitude,GT2 Brg5]XAmplitude,GT2 Brg1]XPhase,GT2 Brg1]YPhase,GT2 Brg2]XPhase,GT2 Brg2]YPhase,GT2 Brg3]XPhase,GT2 Brg4]XPhase,GT2 Brg5]XPhase,GT2 Brg1]XAmplitude (OA),GT2 Brg1]YAmplitude (OA),GT2 Brg2]XAmplitude (OA),GT2 Brg2]YAmplitude (OA),GT2 Brg3]XAmplitude (OA),GT2 Brg4]XAmplitude (OA),GT2 Brg5]XAmplitude (OA),Unnamed: 91
2021/03/31 21:50:00,3002.326,77.511,77.511,0.000,5.140,8.830,344.667,127.764,128.633,312.812,314.975,323.356,340.867,298.673,267.059,241.043,40.084,62.467,60.715,52.146,55.155,59.538,58.001,55.387,54.538,54.548,69.571,76.378,65.151,68.185,76.726,79.238,72.279,73.493,82.914,84.579,92.293,92.384,87.971,87.976,66.688,68.806,51.830,52.079,17.103,16.126,38.469,44.916,19.392,19.672,27.677,13.661,55.838,48.122,35.597,25.428,51.275,44.402,22.206,11.020,-0.088,-0.143,-0.171,-0.087,-0.175,-0.148,-0.064,437.149,459.058,6.507,5.413,33.601,40.224,17.573,25.129,49.914,177.358,154.855,66.869,60.184,174.776,165.245,271.378,13.900,10.500,35.700,41.600,18.600,25.600,51.500,
2021/03/31 21:50:01,3002.225,76.783,76.783,0.000,5.140,8.830,344.440,127.764,128.633,312.812,314.748,323.129,340.867,298.673,267.059,241.043,40.084,62.442,60.692,52.171,55.155,59.462,58.001,55.387,54.538,54.450,69.546,76.297,65.127,68.101,76.661,79.238,72.279,73.553,82.914,84.638,92.204,92.303,87.947,87.954,66.664,68.783,51.806,51.980,17.740,16.399,38.180,46.921,18.664,18.944,27.768,13.752,55.384,47.849,35.415,25.337,51.184,44.311,22.388,11.111,-0.086,-0.128,-0.162,-0.075,-0.173,-0.124,-0.064,436.562,458.673,6.507,5.413,33.601,40.224,17.573,25.129,49.914,177.358,154.855,66.869,60.184,174.776,165.245,271.378,13.900,10.500,35.700,41.600,18.600,25.600,51.500,
2021/03/31 21:50:02,3002.225,76.783,76.783,0.000,5.140,8.830,344.440,127.764,128.633,312.812,314.748,323.129,340.867,298.673,267.059,241.043,40.084,62.442,60.692,52.171,55.155,59.462,58.001,55.387,54.538,54.450,69.546,76.297,65.127,68.101,76.661,79.238,72.279,73.553,82.914,84.638,92.204,92.303,87.947,87.954,66.664,68.783,51.806,51.980,17.740,16.399,38.180,46.921,18.664,18.944,27.768,13.752,55.384,47.849,35.415,25.337,51.184,44.311,22.388,11.111,-0.086,-0.128,-0.162,-0.075,-0.173,-0.124,-0.064,436.562,458.673,6.507,5.413,33.601,40.224,17.573,25.129,49.914,177.358,154.855,66.869,60.184,174.776,165.245,271.378,13.900,10.500,35.700,41.600,18.600,25.600,51.500,
2021/03/31 21:50:03,3002.102,76.601,76.601,0.000,5.140,8.830,344.212,127.787,128.633,312.832,314.748,323.149,340.639,298.694,266.824,241.043,40.015,62.442,60.632,52.146,55.222,59.462,58.001,55.387,54.538,54.450,69.546,76.297,65.127,68.101,76.661,79.179,72.212,73.553,82.914,84.579,92.269,92.303,87.947,87.954,66.597,68.723,51.806,51.980,17.012,14.851,39.433,45.372,21.213,20.492,27.768,13.752,55.838,47.849,35.597,25.702,51.275,44.493,22.479,11.111,-0.092,-0.135,-0.162,-0.092,-0.185,-0.133,-0.064,436.031,458.395,6.507,5.413,33.601,40.224,17.573,25.129,49.914,177.358,154.855,66.869,60.184,174.776,165.245,271.378,13.900,10.500,35.700,41.600,18.600,25.600,51.500,
2021/03/31 21:50:04,3001.860,76.419,76.419,0.000,5.140,8.830,344.212,127.787,128.633,312.832,314.748,322.922,340.412,298.459,266.824,241.043,40.015,62.467,60.632,52.146,55.222,59.538,58.001,55.387,54.538,54.450,69.571,76.297,65.151,68.101,76.661,79.238,72.279,73.553,82.914,84.579,92.228,92.303,87.971,87.880,66.622,68.723,51.830,51.980,16.648,15.944,37.794,45.098,19.210,19.126,27.495,13.570,55.657,47.849,35.051,25.337,51.093,44.311,22.115,11.020,-0.092,-0.144,-0.163,-0.094,-0.191,-0.141,-0.064,434.807,457.788,6.507,5.413,33.601,40.224,17.573,25.129,49.914,177.358,154.855,66.869,60.184,174.776,165.245,271.378,13.900,10.500,35.700,41.600,18.600,25.600,51.500,
2021/03/31 21:50:05,3001.956,75.509,75.509,0.000,5.140,8.856,344.212,127.764,128.633,312.812,314.748,322.902,340.412,298.438,266.824,241.043,40.084,62.442,60.715,52.146,55.155,59.462,58.001,55.387,54.538,54.548,69.546,76.378,65.127,68.185,76.661,79.179,72.279,73.493,82.914,84.579,92.204,92.384,87.947,87.976,66.597,68.745,51.806,52.079,15.466,15.033,38.083,46.009,18.937,19.308,27.495,13.570,55.657,48.305,35.324,25.337,51.093,44.311,22.206,10.838,-0.092,-0.140,-0.158,-0.092,-0.191,-0.141,-0.064,434.213,457.560,10.231,9.263,34.171,40.965,17.314,25.373,50.106,175.515,225.437,64.335,63.623,177.683,164.923,270.915,14.100,11.200,35.700,42.400,19.200,26.000,51.600,
2021/03/31 21:50:06,3001.978,75.146,75.146,0.000,5.140,8.856,344.212,127.513,128.633,312.585,314.521,322.675,340.185,298.438,266.589,241.043,40.015,62.376,60.692,52.146,55.222,59.462,58.001,55.387,54.538,54.526,69.546,76.297,65.127,68.162,76.661,79.179,72.212,73.553,82.914,84.579,92.204,92.362,87.947,87.954,66.531,68.723,51.806,51.980,16.194,15.033,38.373,44.916,19.483,19.763,27.586,13.297,55.838,48.214,35.233,25.611,51.184,44.493,22.115,10.929,-0.095,-0.155,-0.169,-0.104,-0.197,-0.156,-0.064,433.607,457.226,10.231,9.263,34.171,40.965,17.314,25.373,50.106,175.515,225.437,64.335,63.623,177.683,164.923,270.915,14.100,11.200,35.700,42.400,19.200,26.000,51.600,
2021/03/31 21:50:07,3001.978,75.146,75.146,0.000,5.140,8.856,344.212,127.513,128.633,312.585,314.521,322.675,340.185,298.438,266.589,241.043,40.015,62.376,60.692,52.146,55.222,59.462,58.001,55.387,54.538,54.526,69.546,76.297,65.127,68.162,76.661,79.179,72.212,73.553,82.914,84.579,92.204,92.362,87.947,87.954,66.531,68.723,51.806,51.980,16.194,15.033,38.373,44.916,19.483,19.763,27.586,13.297,55.838,48.214,35.233,25.611,51.184,44.493,22.115,10.929,-0.095,-0.155,-0.169,-0.104,-0.197,-0.156,-0.064,433.607,457.226,10.231,9.263,34.171,40.965,17.314,25.373,50.106,175.515,225.437,64.335,63.623,177.683,164.923,270.915,14.100,11.200,35.700,42.400,19.200,26.000,51.600,
2021/03/31 21:50:08,3002.191,74.418,74.418,0.000,5.140,8.830,344.212,127.535,128.381,312.605,314.521,322.468,339.958,298.459,266.354,241.043,40.015,62.442,60.692,52.146,55.222,59.462,58.001,55.387,54.538,54.526,69.546,76.356,65.127,68.162,76.661,79.238,72.212,73.493,82.914,84.579,92.204,92.362,87.947,87.954,66.531,68.723,51.806,51.980,15.011,15.124,38.855,46.283,19.483,19.308,27.586,13.479,55.748,47.940,35.415,25.428,51.093,44.402,22.206,10.929,-0.101,-0.158,-0.175,-0.106,-0.201,-0.161,-0.064,432.377,456.609,10.231,9.263,34.171,40.965,17.314,25.373,50.106,175.515,225.437,64.335,63.623,177.683,164.923,270.915,14.100,11.200,35.700,42.400,19.200,26.000,51.600,
2021/03/31 21:50:09,3002.321,73.872,73.872,0.000,5.140,8.830,344.212,127.535,128.381,312.605,314.521,322.468,339.958,298.459,266.354,241.043,40.015,62.442,60.692,52.146,55.222,59.462,58.001,55.387,54.538,54.526,69.546,76.356,65.127,68.162,76.661,79.238,72.212,73.493,82.914,84.579,92.204,92.362,87.947,87.954,66.531,68.723,51.806,51.980,15.011,15.124,38.855,46.283,19.483,19.308,27.586,13.479,55.748,47.940,35.415,25.428,51.093,44.402,22.206,10.929,-0.101,-0.158,-0.175,-0.106,-0.201,-0.161,-0.064,431.783,456.331,10.231,9.263,34.171,40.965,17.314,25.373,50.106,175.515,225.437,64.335,63.623,177.683,164.923,270.915,14.100,11.200,35.700,42.400,19.200,26.000,51.600,
